open,review_count,longitude,stars,latitude
True,3,-79.9963339,3.5,40.4416818
True,182,-79.996589,4.0,40.440592
True,4,-79.99716599999999,3.0,40.437018
True,11,-79.9988541,2.5,40.4381749
True,3,-80.0234934,3.5,40.4421894
True,3,-79.996284,3.0,40.44289
True,7,-79.984796,4.5,40.43846
False,4,-79.9981606,5.0,40.4388555
True,3,-79.9988746,4.0,40.4380067
True,8,-79.9865727,2.5,40.4403121
True,13,-79.9955389,4.0,40.442124
True,29,-79.993004,3.0,40.439745
True,61,-80.0045618,4.0,40.4330076
False,3,-79.9966201,3.5,40.4372667
True,31,-79.9171699,5.0,40.4028552
True,4,-79.9907635,4.5,40.4399588
True,20,-79.9978185,3.5,40.4391577
True,64,-79.9920932125903,4.0,40.4398718853902
True,4,-79.9959316,4.0,40.4396782
True,5,-80.0020332,5.0,40.4410172
True,8,-80.0047748,4.0,40.4336009
True,93,-80.0016238,2.5,40.4309937
True,6,-79.9940152,3.5,40.4405269
True,4,-79.9865727,5.0,40.4403121
True,8,-80.000175,4.0,40.4307299
True,3,-79.9838995,5.0,40.4373787
True,3,-79.9972715,5.0,40.4392353
False,9,-79.9984856,3.0,40.4386444
True,3,-79.992264,2.5,40.438207
False,13,-79.989765,4.0,40.441721
False,4,-79.9988746,5.0,40.4380067
True,9,-80.0045618,3.5,40.4330076
True,74,-79.9664971,4.5,40.4568239
True,11,-79.9683627,4.5,40.4566938
True,3,-79.965593,3.0,40.459221
True,81,-80.0042753,3.0,40.4338974
True,10,-80.006389,2.5,40.4346901
True,15,-79.897199,3.0,40.439409
True,4,-79.886112,5.0,40.441968
True,8,-79.885405,4.5,40.4425007
True,4,-79.8921624,2.5,40.4382852
True,9,-79.8746666,3.0,40.4290647
True,7,-79.8885911,3.5,40.444674
True,18,-79.8822226,3.5,40.4425792
True,3,-79.8919682,4.5,40.4386288
True,4,-79.8924041,3.5,40.4459575
True,5,-79.8929722,2.0,40.4459123
True,18,-79.8853354,4.0,40.4438184
True,54,-79.8513937632293,4.0,40.42045596235
True,5,-79.8508554,4.0,40.4139412
True,4,-79.8555378,2.5,40.4147822
True,3,-79.8536309,4.5,40.42136
True,13,-80.0161944627762,4.0,40.456202027411
True,3,-79.8854207,4.5,40.4441756
True,3,-79.88591,3.5,40.4410049
True,6,-79.862572,2.0,40.434151
True,3,-79.9480109,5.0,40.493713
True,4,-79.944101,4.5,40.496147
True,4,-79.9427373,3.5,40.4971073
True,4,-79.9442228,4.0,40.4965259
True,6,-79.9436929,2.5,40.4970667
True,4,-79.9774173,4.5,40.3841292
True,7,-79.9839019775391,1.5,40.3645309102209
True,3,-79.98249,3.5,40.365248
True,19,-79.9824272,4.0,40.3704467
True,5,-79.9844182,4.0,40.3653445
True,5,-79.983486330423,3.0,40.3752218491115
True,9,-79.9674432,2.0,40.3855506
True,6,-79.9749959,3.5,40.3749316
False,5,-79.983,3.5,40.368626
True,5,-79.9828935,4.5,40.3753978
True,6,-79.9784562,4.5,40.3856117
True,9,-79.9820753,3.5,40.3696749
True,16,-79.989937,2.5,40.378641
True,23,-79.97514,4.0,40.37317
True,70,-80.00244140625,4.0,40.3596095475076
True,6,-79.982253,5.0,40.368013
True,4,-79.987519,5.0,40.377988
True,6,-79.977069,3.5,40.382477
True,14,-79.9735046,4.0,40.3936765
True,13,-79.9820566177368,4.0,40.3675881871802
True,3,-79.9115432,4.5,40.4069399
True,6,-79.9986958,2.5,40.4404409
True,32,-80.018326,3.5,40.4514882
True,5,-79.996929,4.0,40.455289
True,7,-80.0073108306897,4.5,40.4457087135962
True,14,-80.01316,4.5,40.454581
True,77,-80.0174961,4.5,40.4516136
True,63,-80.0045618,3.0,40.4330076
True,162,-79.9915474,3.5,40.4571275
True,94,-80.0045618,4.0,40.4330076
True,42,-80.0017249,3.0,40.439226
False,20,-79.9822567,4.5,40.4534775
True,4,-79.8509158,4.5,40.4139211
True,4,-79.8508856,3.5,40.4139311
False,29,-80.0019075325873,3.5,40.4313077144746
True,10,-80.0073372918088,3.0,40.4414521137068
True,8,-79.999398,3.0,40.4447162
True,39,-80.0164506,4.0,40.4520948
True,19,-80.0200654,4.5,40.4512238
True,3,-80.031222,4.5,40.454149
True,25,-80.0170515,3.5,40.4520512
False,11,-80.0182604629348,2.0,40.4897580468794
True,3,-80.0150178,4.0,40.4553061
True,5,-80.0319928,4.0,40.4546299
True,21,-80.0150592,4.0,40.4523081
True,8,-80.0190166,1.5,40.4508329
True,8,-80.0183651,4.5,40.45182
True,103,-80.0104729896881,4.5,40.4534315776021
True,4,-80.0608346,4.5,40.4661276
True,12,-80.0709747,5.0,40.4713298
True,3,-79.8654619,4.0,40.4018439
True,52,-80.0084868,4.0,40.4358862
True,3,-79.9227445,4.5,40.4470397
True,133,-79.9198828,4.0,40.487607
True,4,-79.9974725,3.0,40.4378543
True,13,-79.9958004,3.5,40.4396569
True,37,-79.994141,1.5,40.445624
True,10,-79.9334827,2.5,40.4577
True,5,-79.9955491349101,2.5,40.4409031095691
True,3,-79.9957133,4.5,40.4424373
True,5,-79.9043093,4.5,40.3834099
True,3,-79.903491,3.5,40.385508
True,4,-79.8957193,4.0,40.4086456
True,27,-79.913952,3.5,40.405053
True,6,-79.9867761,4.5,40.4503391
True,8,-79.981864,4.5,40.428572
True,6,-79.970147,3.0,40.427648
True,6,-80.0283415,1.0,40.4543466
True,3,-80.0525695,3.5,40.3802466
True,8,-80.005866,2.5,40.433785
True,3,-79.9345418,3.5,40.4383208
True,22,-79.9888158,4.5,40.4397781
True,126,-80.029424,1.5,40.451974
True,12,-79.9349258,4.0,40.4506793
False,3,-79.9594883,1.5,40.4401437
True,22,-79.958116,2.5,40.436272
True,81,-80.00605,4.0,40.434127
True,3,-80.0328033,4.5,40.4619041
True,3,-79.8873601,3.0,40.4868905
True,22,-79.8897281,3.5,40.4884034
False,3,-80.0133763,4.5,40.3921479
True,24,-80.0022905,4.0,40.3592663
True,3,-79.9962384,5.0,40.3882695
True,10,-80.0709563,5.0,40.4397185
True,7,-80.0711385,4.0,40.4391056
True,14,-80.071117,4.5,40.439176
True,16,-80.0682068,4.0,40.4382419
True,3,-79.9724245,4.0,40.4293034
True,93,-80.0052834277085,2.5,40.4343272666365
True,4,-79.8754365975952,4.5,40.4580699984812
True,11,-79.8519909381866,4.5,40.4829193452181
True,6,-80.0843733,4.0,40.3629011
True,3,-80.086264,5.0,40.364458
True,6,-80.0520498,2.5,40.3524839
True,19,-80.052852,5.0,40.3508398
True,12,-80.0666096,4.5,40.3780993
True,4,-81.042871,5.0,35.250619
True,6,-80.6884697,3.0,35.3528204
True,9,-80.7146538,1.5,35.371267
True,46,-80.7261556,4.0,35.3705892
True,3,-80.6561587,4.5,35.3783003
True,23,-80.6664807,3.5,35.3692966
True,4,-80.6651482,5.0,35.3706767
False,3,-80.6633996,2.0,35.3710262
True,34,-80.7128584,3.0,35.3672972
True,25,-80.7069552,3.0,35.3650629
True,208,-80.7173985207285,4.0,35.3695469342973
True,9,-80.7230133,4.0,35.3723248
True,5,-80.7221259,3.0,35.3692222
True,7,-80.7221259,3.5,35.3692222
True,21,-80.717495,4.0,35.37173
True,54,-80.7152554,3.0,35.3705306
True,40,-80.7158178,2.5,35.3707672
True,3,-80.7221259,2.0,35.3692222
True,8,-80.709194,3.5,35.37021
True,5,-80.721405867321,3.5,35.3703159527099
True,10,-80.7164384,3.5,35.364495
True,10,-80.7221259,3.0,35.3692222
True,4,-80.7218943,3.5,35.3720213
True,36,-80.718237,2.5,35.370587
True,4,-80.7221259,3.5,35.3692222
True,65,-80.711873,3.5,35.368956
True,3,-80.7221259,4.5,35.3692222
True,7,-80.7221368,3.5,35.3689165
False,28,-80.7221259,3.0,35.3692222
True,31,-80.711404,2.5,35.3652036
True,7,-80.713473893702,3.0,35.3647256701309
False,13,-80.7227336,3.5,35.3727563
True,10,-80.7114964,4.0,35.3680822
True,6,-80.7186412,2.5,35.3722151
True,8,-80.722079,3.5,35.3689712
True,5,-80.710397,3.0,35.3684275
True,5,-80.7217497,2.0,35.3680504
True,14,-80.7227334,3.0,35.3727562
True,5,-80.710709,3.0,35.370239
True,57,-80.715969,3.5,35.369155
True,3,-80.656603,3.0,35.322069
True,3,-80.670979,5.0,35.320269
True,23,-80.6596541,3.5,35.3212518
True,4,-80.6607541,5.0,35.3226342
True,3,-80.6504363,5.0,35.3220605
True,14,-80.6503119,4.0,35.3216522
True,10,-80.6820066,4.0,35.3151057
True,17,-80.7095845,3.0,35.3692527
True,3,-80.6730507,2.0,35.0732332
True,13,-80.651303,5.0,35.073407
True,3,-80.6555407,3.5,35.0789536
True,17,-80.746445,3.5,35.1735
True,22,-80.6766353,3.5,35.069892
True,8,-80.6593963,2.5,35.0819661
True,14,-80.6675653,3.0,35.0779426
True,3,-80.6679717,5.0,35.0776361
True,9,-80.6786911,3.0,35.0689849
True,5,-80.6611322,5.0,35.0803494
True,3,-80.6887192,3.5,35.0918457
True,13,-80.6545858,2.0,35.0775508
True,5,-80.678072,5.0,35.065483
True,3,-80.6692352,3.5,35.0768141
True,3,-80.6762192,4.0,35.0680794
True,4,-80.6604096,2.0,35.0838193
True,11,-80.6542532,3.5,35.0780269
True,3,-80.660843,1.5,35.084966
True,6,-80.6615329,3.5,35.0848717
True,5,-81.0386647,4.0,35.2450797
True,5,-80.714021,5.0,35.1202245
True,8,-80.712574,5.0,35.138922
True,4,-80.7081427,3.5,35.1263163
True,4,-80.719442,3.0,35.118285
True,9,-80.7121624054707,3.0,35.1304949735048
True,5,-80.7004897,4.0,35.130389
True,32,-80.7046465,4.0,35.1295315
True,25,-80.7276908,4.5,35.1279127
True,11,-80.710001,3.0,35.125179
True,3,-80.714903,3.5,35.122559
True,12,-80.713921,3.5,35.120081
True,3,-80.714903,2.5,35.122559
True,5,-80.715746,3.5,35.138454
False,25,-80.712255,2.5,35.130916
True,9,-80.7143959,4.0,35.137758
True,9,-80.709968,4.0,35.1339789
True,5,-80.6822278,3.0,35.1386437
True,6,-80.716904,3.0,35.122462
True,7,-80.714736,2.5,35.137595
True,14,-80.7202856,4.0,35.1414902
True,6,-80.701701,3.0,35.131051
True,7,-80.716603,5.0,35.120689
True,21,-80.7299476,4.0,35.0847358
False,6,-80.7082399,3.5,35.1246344
True,7,-80.68427199999999,2.5,35.138976
True,11,-80.7335463,3.5,35.084376
True,108,-80.712371,4.0,35.134506
True,11,-80.7150491,3.5,35.1346935
True,7,-80.732972,3.5,35.082745
True,28,-80.6959334,3.5,35.1190597
False,11,-80.733029,5.0,35.082923
True,6,-80.703039,1.5,35.131044
True,5,-80.702274,3.0,35.12742
True,14,-80.7006166,2.5,35.1161877
True,6,-80.700082831926,3.0,35.1269804530028
True,41,-80.7126734,3.5,35.1357117
True,49,-80.707971,3.5,35.1275266
True,8,-80.7005609,4.0,35.12562
True,7,-80.7099173,2.5,35.1250326
True,3,-80.708306,3.5,35.125529
True,13,-80.708606,3.5,35.125836
False,8,-80.710313,3.5,35.123323
False,29,-80.711443,3.0,35.1315669
True,13,-80.7327679,2.5,35.08261
True,6,-80.702045,1.5,35.1270499
True,17,-80.705688,3.0,35.1223978
True,35,-80.725534,4.0,35.117393
True,20,-80.7146829,2.5,35.135196
True,30,-80.7170418,3.0,35.1399433
True,36,-80.722003,4.0,35.116822
True,4,-80.703132,3.0,35.1286289
True,56,-80.7126734,2.5,35.1357117
True,8,-80.696932,3.5,35.119724
True,9,-80.7335564,4.0,35.1303921
True,13,-80.7101717591285,2.5,35.1337707245054
True,3,-80.7147787,4.5,35.1376685
False,8,-80.7092308,3.0,35.1357219
True,64,-80.720017,4.0,35.117787
True,16,-80.7126734,4.0,35.1357117
True,73,-80.7118407021624,3.5,35.1302942813325
True,3,-80.6959334,2.5,35.1190597
True,20,-80.702957,3.5,35.129219
True,3,-80.7208108,5.0,35.1209791
True,10,-80.6940743,4.0,35.1163371
False,5,-80.7223831,3.0,35.1163544
True,3,-80.721853,3.5,35.1128
True,10,-80.7293229,3.5,35.125605
True,5,-80.78722,4.0,35.086656
True,16,-80.708606,3.5,35.125836
True,10,-80.7316157,4.5,35.1278647
True,6,-80.702957,4.5,35.129219
True,5,-80.70376,2.5,35.117996
True,10,-80.70023,3.5,35.127249
True,5,-80.69753,4.0,35.119496
False,3,-80.6808099,3.0,35.103934
True,5,-80.7292987,4.0,35.1228243
True,3,-80.710001,3.5,35.125179
True,5,-80.7081427,4.0,35.1263163
True,5,-80.7191616,3.0,35.1221553
False,29,-80.715162,4.0,35.140073
False,11,-80.700551,3.5,35.119717
False,4,-80.7091789,3.5,35.1284484
True,11,-80.6979536,3.5,35.1198149
True,3,-80.683988,3.5,35.13962
True,3,-80.7012589,3.5,35.118531
True,9,-80.7004897,2.0,35.130389
True,3,-80.7378572,3.5,35.1408432
True,17,-80.7215108,5.0,35.1164759
True,4,-80.720968,4.5,35.116271
True,7,-80.716992,4.5,35.140942
True,73,-80.7268842714202,3.5,35.0642720418595
True,7,-80.7025087,4.5,35.1173661
False,10,-80.7293229,2.5,35.125605
True,11,-80.6947796,5.0,35.1180815
True,5,-80.6842644,3.5,35.1394829
True,8,-80.7126734,2.5,35.1357117
True,7,-80.7183273,4.5,35.1160048
True,4,-80.723074,4.0,35.115925
True,9,-80.710826,2.0,35.1356932
True,3,-80.701033,5.0,35.1185878
True,5,-80.721997,4.0,35.116072
True,18,-80.712099,3.5,35.132346
True,13,-80.7135446369648,4.0,35.1351061463356
True,8,-80.694744,3.5,35.114852
True,3,-80.724388,3.0,35.118594
True,5,-80.727483,2.5,35.130471
True,20,-80.683789,4.5,35.10503
True,9,-80.732596,4.5,35.082584
True,25,-80.684457,3.5,35.1379699
True,5,-80.702957,4.5,35.129219
True,20,-80.7004897,4.0,35.130389
False,5,-80.711948,4.5,35.130469
True,4,-80.7301678,5.0,35.1231771
True,25,-80.716747817554,3.5,35.139351740124
True,5,-80.70805849999999,3.0,35.131688
True,3,-80.696325,2.5,35.118488
True,5,-80.701538,1.5,35.129036
True,35,-80.710076,3.5,35.123349
True,24,-80.7085589207548,4.0,35.1244838531244
False,4,-80.720707,4.5,35.115483
True,13,-80.7024380434503,3.0,35.1284982529546
True,3,-80.739013,3.5,35.140473
True,8,-80.7044409,5.0,35.1274704
True,21,-80.7143568,3.5,35.1348405
True,3,-80.677423,2.5,35.100511
True,7,-80.926829,3.0,35.1156751
True,3,-80.7236804,2.0,35.1168131
True,4,-80.8269401,4.0,35.0048166
True,13,-80.840597,4.5,35.198675
False,18,-80.735185,3.5,35.2911356
True,24,-80.859744,4.5,35.207751
True,208,-80.855878,3.5,35.210017
False,48,-80.7737726,3.0,35.3169475
False,5,-80.8421089,3.0,35.199666
True,3,-80.845771,3.5,35.202427
True,4,-80.85175,3.0,35.196356
True,4,-80.912896,1.5,35.237391
True,52,-80.734966,3.0,35.29146
True,6,-80.84217,4.0,35.200438
True,30,-80.8554748,3.0,35.213409
False,3,-80.8435928,4.0,35.200356
True,18,-80.8504585,3.5,35.1967603
True,409,-80.8566726,4.0,35.2105533
True,262,-80.8565352,4.0,35.2150212
True,32,-80.844795,5.0,35.199832
True,17,-80.8435928,3.0,35.200356
True,5,-80.8429422,1.0,35.2012284
False,97,-80.858755,3.5,35.211226
True,6,-80.8564496,3.0,35.2104374
True,6,-80.8435928,4.0,35.200356
True,3,-80.866587,4.5,35.209756
True,47,-80.8435928,3.0,35.200356
True,6,-80.8284183,5.0,35.2141487
True,13,-80.858883,4.5,35.210254
True,3,-80.857103,3.0,35.211779
True,4,-80.8607013,3.5,35.2092456
True,4,-80.8607013,3.0,35.2092456
True,97,-80.8571985,3.5,35.2100942
False,7,-80.858572,4.0,35.2087
True,14,-80.8240176,3.5,35.3379409
True,4,-80.859215,4.0,35.2204089
False,4,-80.733414,3.0,35.290339
True,6,-80.851755,2.0,35.19983
True,21,-80.875759,4.0,35.207734
True,60,-80.8545919,3.0,35.2142886
True,4,-80.8633887,1.0,35.2136381
True,162,-80.8557118,4.5,35.2099837
True,52,-80.852092,4.0,35.199956
True,6,-80.8603994,4.0,35.2114337
True,5,-80.8685935,4.0,35.2040824
True,288,-80.8575705,4.0,35.2143631
False,27,-80.8411983,3.5,35.1998167
True,5,-80.87844,5.0,35.170392
True,44,-80.844849,3.5,35.202365
True,8,-80.854961,4.5,35.208863
True,10,-80.859928,2.5,35.2080037
False,5,-80.844795,4.0,35.199832
True,3,-80.8491038,4.5,35.2196977
True,77,-80.77497,2.5,35.3170508
True,166,-80.8600584,3.5,35.2102729
True,4,-80.8720079,5.0,35.213564
True,14,-80.842701,4.0,35.200946
True,11,-80.8429422,4.0,35.2012284
True,7,-80.842701,3.5,35.200946
True,73,-80.8433439187484,3.5,35.2013206421372
True,7,-80.842701,5.0,35.200946
False,3,-80.858501,4.5,35.211532
False,4,-80.844724,3.5,35.201457
True,13,-80.8592767,4.0,35.212368
True,5,-80.8536834716797,3.5,35.2147216796875
True,22,-80.8551109,2.5,35.213711
True,7,-80.7792539,3.5,35.3188783
False,4,-80.8423339,3.5,35.199979
True,111,-80.859354,4.0,35.2099059
False,21,-80.867184,3.5,35.211544
True,4,-80.846108,5.0,35.202681
False,3,-80.818924,5.0,35.2216949
True,28,-80.8391434,3.0,35.2039422
True,30,-80.85265,4.0,35.1985012
True,8,-80.8700062,3.5,35.1999949
True,4,-80.8391434,4.0,35.2039422
True,31,-80.844795,4.5,35.199832
False,20,-80.8524927,3.5,35.1976423
False,68,-80.8450182,4.0,35.2031402
True,5,-80.8592705,5.0,35.2123307
False,171,-80.8528830483556,3.5,35.2160098852433
True,11,-80.85694,3.5,35.2161824
True,5,-80.85265,3.0,35.1985012
True,47,-80.8520942,4.0,35.1996983
True,7,-80.8566325,5.0,35.2153509
False,3,-80.8878858,4.0,35.1885623
True,124,-80.8450182,3.5,35.2031402
True,14,-80.8610867,3.0,35.2083186
True,6,-80.844795,3.0,35.199832
True,28,-80.85265,4.0,35.1985012
True,210,-80.861,3.5,35.2109878
True,5,-80.861,3.0,35.2109878
True,103,-80.854881,3.5,35.21698
True,3,-80.859759,2.5,35.208424
True,161,-80.8324573,4.0,35.2135311
True,40,-80.854881,3.5,35.21698
True,4,-80.86517,3.5,35.201245
False,8,-80.860532,4.5,35.212218
False,7,-80.858755,3.0,35.211226
True,4,-80.8392779,5.0,35.197511
False,30,-80.955548,4.0,35.051043
False,6,-80.8564496,3.5,35.2104374
True,3,-80.8560333,3.5,35.2156276
True,7,-80.857952,3.5,35.209084
True,26,-80.841707,3.0,35.199186
True,6,-80.85368,2.5,35.22189
True,108,-80.8598936,4.0,35.2078642
True,38,-80.8448973742433,3.5,35.2028260170892
True,95,-80.8438128,3.5,35.200827
True,4,-80.842701,4.0,35.200946
False,3,-80.84375,2.5,35.2019933
True,7,-80.8564496,4.0,35.2104374
True,7,-80.856038,3.5,35.215445
True,9,-80.8523423,3.0,35.1988554
False,9,-80.854651,3.0,35.216576
True,5,-80.7713513,4.0,35.1896312
True,7,-80.8547532,3.5,35.2228186
True,83,-80.8554393,3.0,35.2142797
True,21,-80.8457515,3.0,35.2031314
True,11,-80.8332593,5.0,35.2229201
True,31,-80.843124,3.0,35.200288
False,8,-80.842701,4.0,35.200946
True,29,-80.8435928,4.0,35.200356
True,8,-80.8512319,3.0,35.196872
True,12,-80.85173,4.0,35.217121
True,27,-80.8635989,3.5,35.205193
True,65,-80.8646618,4.0,35.2023634
True,9,-80.875732,2.0,35.186069
True,7,-80.872497,3.5,35.195036
True,11,-80.863485,2.5,35.204348
True,7,-80.8625582,2.5,35.2046885
True,26,-80.8630999177694,4.5,35.2049404928085
True,3,-80.898562,5.0,35.189543
True,6,-80.796868,4.0,35.218369
True,11,-80.7978517,3.5,35.2068416
True,3,-80.788718,3.5,35.196162
True,6,-80.787406,3.5,35.194175
True,8,-80.8024688,4.5,35.204514
True,3,-80.8011596,4.0,35.2089011
True,6,-80.7527509,4.0,35.1766828
True,769,-80.8058269,4.0,35.247251
True,3,-80.802164,4.0,35.219788
True,7,-80.786461,3.0,35.193983
True,77,-80.8100593,4.0,35.2206454
True,18,-80.7955457,4.0,35.1989333
False,9,-80.788236,3.0,35.195245
True,18,-80.7890183,3.5,35.1946643
True,77,-80.8129457,3.5,35.2205352
True,13,-80.8155211,4.5,35.219927
False,49,-80.8126627869716,3.5,35.220204923684
False,3,-80.812774,4.5,35.220155
True,6,-80.7867735,4.5,35.1940729
True,50,-80.79427,3.5,35.1977026
True,25,-80.81451,4.0,35.21885
True,196,-80.8117345,4.5,35.2189418
True,16,-80.7967592,2.5,35.2179911
True,16,-80.7905833,4.5,35.208464
True,8,-80.8124844,4.5,35.2193489
True,45,-80.7946929,2.5,35.2045996
False,5,-80.7946929,3.0,35.2045996
True,18,-80.8013468,4.5,35.2042232
True,6,-80.800583,3.0,35.237835
True,6,-80.785171,3.0,35.238932
True,5,-80.8119934,4.0,35.220076
True,28,-80.8145894,4.5,35.2194474
True,17,-80.811761,5.0,35.220824
True,8,-80.8129189,3.5,35.2202244
True,56,-80.812831,4.5,35.220602
True,351,-80.8121235,4.0,35.2197368
True,5,-80.8150396,4.0,35.2172638
True,3,-80.7827278,5.0,35.193593
True,4,-80.8090409,5.0,35.2195729
True,11,-80.794537,4.0,35.199049
True,3,-80.7429514,1.5,35.1467986
True,6,-80.812465,4.5,35.219513
True,10,-80.796646,3.0,35.219076
True,53,-80.803888,3.5,35.247447
True,38,-80.8127864,3.5,35.2190603
True,3,-80.813044,1.0,35.219343
False,3,-80.8174566,3.5,35.2243527
True,5,-80.7988913,3.0,35.2068523
True,3,-80.7990185,2.5,35.2263714
True,171,-80.8087766,4.0,35.2042455
True,264,-80.8043246,4.5,35.2474048
False,3,-80.7988913,5.0,35.2068523
True,9,-80.812762,2.5,35.220641
False,299,-80.8124267525318,3.0,35.2190216625922
True,11,-80.795803,4.5,35.218212
True,10,-80.802542,2.5,35.220079
False,4,-80.813597,4.0,35.21907
True,267,-80.813221,3.5,35.219066
True,3,-80.815628,4.5,35.220817
True,113,-80.81205890164,4.0,35.2194462829444
True,36,-80.8143565319693,3.5,35.2191229201817
True,49,-80.8048168,4.0,35.2477217
True,3,-80.798928,4.0,35.2382739
True,11,-80.7989343,4.0,35.2396583
True,6,-80.8124689,4.5,35.219381
True,14,-80.8098575,2.5,35.220624
True,9,-80.7942837,2.5,35.1980928
False,15,-80.806811,5.0,35.220225
True,3,-80.8151614,4.5,35.2168006
True,20,-80.790771,3.0,35.1967799
True,3,-80.807258,5.0,35.233544
False,3,-80.81488,4.5,35.221008
True,25,-80.813767,3.0,35.220662
True,54,-80.7903292,4.0,35.2033283
True,5,-80.811365,2.0,35.220027
True,3,-80.780373,2.5,35.210908
True,5,-80.7603788509436,2.0,35.2042557594756
True,177,-80.7694542,3.5,35.2139521
False,7,-80.783708,1.5,35.210894
True,3,-80.7836839,4.5,35.212433
False,3,-80.7693723,3.5,35.1972547
True,9,-80.794631,3.0,35.217592
True,3,-80.782418,5.0,35.213917
True,4,-80.769867,5.0,35.214197
True,11,-80.875088,4.5,35.166729
True,3,-80.7735311,3.5,35.1896035
True,12,-80.7911316,4.5,35.2039124
True,10,-80.7816808,2.0,35.2109642
True,30,-80.761811,4.0,35.211861
True,4,-80.782256,1.5,35.2142
True,14,-80.7800929,4.0,35.244224
True,3,-80.770211,4.5,35.214618
True,3,-80.70146,3.5,35.121455
False,3,-80.781832,4.0,35.215008
True,127,-80.7942396,4.5,35.2174569
True,5,-80.762307,3.0,35.201595
False,5,-80.767442,3.0,35.194894
True,6,-80.7836839,2.5,35.212433
True,38,-80.761671,4.0,35.211508
True,4,-80.779449,5.0,35.19283
True,7,-80.768069,1.5,35.197883
True,60,-80.762061,4.0,35.2115409
True,17,-80.7808699,3.0,35.201771
True,4,-80.792554,3.5,35.217713
False,4,-80.767442,4.0,35.194894
True,13,-80.793414,4.0,35.217984
True,5,-80.760588,4.0,35.203695
True,7,-80.782396,2.5,35.213991
True,8,-80.780292,2.0,35.215935
True,39,-80.77018699999999,4.0,35.214127
True,7,-80.794103,1.0,35.21447
False,9,-80.7692749,3.0,35.2139529
True,118,-80.7836752,4.0,35.2124373
True,3,-80.7604955281074,3.5,35.2040991657023
True,5,-80.758012,1.5,35.207085
True,11,-80.768669,3.5,35.214267
True,26,-80.764312,4.0,35.199529
True,9,-80.762534,4.0,35.211276
True,13,-80.8081,3.5,35.2465819
True,13,-80.8249691,4.0,35.2008142
True,3,-80.832598,4.5,35.1996899
False,4,-80.81889,4.5,35.212701
True,6,-80.824017,3.5,35.205283
True,11,-80.8243724,3.5,35.2034665
True,79,-80.8244247436523,4.0,35.2030944824219
True,8,-80.8129931,2.0,35.2005303
True,22,-80.835719,3.5,35.203726
True,3,-80.824488,5.0,35.201585
True,22,-80.8146221,3.5,35.1974069
True,43,-80.825273,3.5,35.199848
True,4,-80.8492598,4.0,35.1608893
True,15,-80.825545,2.5,35.197518
True,3,-80.824698,1.5,35.21033
True,3,-80.8394847,5.0,35.1743807
True,15,-80.826847,4.0,35.207181
True,3,-80.827402,3.5,35.196408
True,5,-80.825942,4.0,35.198191
True,15,-80.826105,3.5,35.197532
True,4,-80.8239373,2.0,35.2096546
True,52,-80.8242303,4.5,35.2021667
True,5,-80.819703,5.0,35.206197
True,80,-80.8220177,4.5,35.1864835
True,25,-80.8220853,3.5,35.186573
True,3,-80.820865,4.0,35.183563
True,16,-80.8115506,3.0,35.2069182
True,3,-80.8257343,2.5,35.1949405
False,11,-80.8248593,4.5,35.2000528
False,28,-80.826089,3.0,35.196834
True,16,-80.8237016201019,4.0,35.2080122642125
True,7,-80.819686,3.0,35.2051609
True,23,-80.854145,4.5,35.209521
True,8,-80.825683,1.5,35.202611
False,19,-80.825792,3.5,35.19508
True,3,-80.8246108,4.0,35.2003245
True,5,-80.8115506,5.0,35.2069182
True,3,-80.823595,4.5,35.210761
True,17,-80.824446,3.5,35.203487
True,12,-80.827479,5.0,35.201488
True,19,-80.8476871,3.5,35.1719057
True,56,-80.8478661224762,4.0,35.1717265299361
True,7,-80.840878,4.5,35.178986
True,5,-80.8400346,2.5,35.1731814
True,10,-80.8408069,4.5,35.1734518
True,5,-80.8504817,3.0,35.1712822
True,84,-80.839013,3.5,35.174639
True,11,-80.8399616,4.0,35.1733047
True,18,-80.8408069,4.5,35.1734518
True,18,-80.8437429,3.0,35.1881744
True,16,-80.8444191,4.0,35.2026242
False,17,-80.8405565,3.5,35.1736408
True,5,-80.8450744,4.0,35.2027515
True,3,-80.84094,3.5,35.173099
True,61,-80.8507957,4.5,35.1675324
True,21,-80.8479097424733,3.0,35.1728898589623
True,5,-80.8492524,4.5,35.1610509
True,211,-80.8496225,4.0,35.1708615
True,16,-80.8487449,3.0,35.174878
False,3,-80.8487449,2.5,35.174878
True,8,-80.8492524,4.5,35.1610509
True,6,-80.850722,2.5,35.172935
True,3,-80.8505348,3.0,35.1717318
True,6,-80.8738026,4.5,35.1912822
True,3,-80.872716,5.0,35.191161
False,5,-80.8494203,3.5,35.1709586
True,75,-80.8764685851347,3.5,35.1786890764957
True,10,-80.8749903,2.0,35.1897454
True,14,-80.845962,2.5,35.171225
True,82,-80.84658,4.0,35.170641
True,17,-80.875274,4.0,35.186518
True,12,-80.87537,3.5,35.17834
True,9,-80.850703,2.5,35.165613
True,3,-80.846822,4.5,35.174344
True,18,-80.8497408200683,4.0,35.1732868552718
True,5,-80.8498148,3.0,35.1753411
True,6,-80.876587,2.5,35.1827789
True,11,-80.8488936,4.0,35.1750607
True,21,-80.8487449,4.0,35.174878
False,26,-80.868984,3.0,35.19747
False,3,-80.849867,3.5,35.175375
True,3,-80.850611,3.0,35.1764269
True,4,-80.8520114,4.0,35.1769492
True,7,-80.850635,3.5,35.1733819
